21-12-2020 13:43,892760376,Doc Holliday,"Cardiff, Wales",FALSE,547,485,b'RT @ManUtd: An early Christmas present for @MarcusRashford in recognition of his off-the-pitch work this year \xe2\x9d\xa4\xef\xb8\x8f\n\n#MUFC https://t.co/ERGJXr\xe2\x80\xa6'
21-12-2020 13:43,1.14244E+18,DC Paul Pogba ⚽🇬🇭,"Accra, Ghana",FALSE,1110,1137,b'RT @ManUtd: Who else woke up with some serious #MondayMotivation this morning? \xf0\x9f\xa4\x9c\xf0\x9f\xa4\x9b\n\n#MUFC https://t.co/FhydYdpZvr'
21-12-2020 13:43,1.14578E+18,_Doskii,,FALSE,3087,3000,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:43,1370507564,TIMILEHIN🐺,Paradise,FALSE,898,609,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:43,2565618384,Man United 7,,FALSE,402,179,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:43,1.09418E+18,Louie Viller,"Manchester, England",FALSE,73,528,"b""RT @Busby_UTD: I've been watching a few full matches from Moises Caicedo (linked with #MUFC) playing in the Copa Libertadores over the past\xe2\x80\xa6"""
21-12-2020 13:43,1.00366E+18,NBdablya,"Edinburgh, Scotland",FALSE,15,107,"b""RT @ManUtd: The first time we've scored six or more in a #PL game since United 8 Arsenal 2 in 2011...\n\nAnd look who was there to enjoy it\xe2\x80\xa6"""
21-12-2020 13:43,1.32629E+18,Salifu Halifa,"Greater Accra, Ghana",FALSE,51,457,"b""RT @ManUtdMEN: United 'to consider Marc Overmars appointment if Dutchman leaves Ajax' #mufc https://t.co/m02t2olGT3"""
21-12-2020 13:43,7.60049E+17,Shina_Ayo™🇳🇬,"Lagos, Nigeria",FALSE,1172,360,"b'RT @ManUtd: Jaw-droppingly good numbers, right @Daniel_James_97? \xf0\x9f\x98\x89\n\n#MUFC #PL https://t.co/ygZoojzOM7'"
21-12-2020 13:43,98085578,CHIEF ABBAS™,"Abuja/Ile - ife, Nigeria .",FALSE,15172,15287,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:43,1.21564E+18,Nana Yaw,,FALSE,98,781,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:43,2692083719,Agili_Accessories,,FALSE,11,64,"b'RT @ManUnitedZone_: Roy Keane on Mctominay: ""I even like his haircut, I think his haircut has made him sharper."" #MUFC [Sky] https://t.co/i\xe2\x80\xa6'"
21-12-2020 13:43,1.12651E+18,വുഡ്‌വാർഡിന്റെ തന്ത,"Manchester, England",FALSE,263,159,"b""Are these players still good enough for #MUFC ???\nNo..I don't think so..\n\nAre these players better than what Leeds\xe2\x80\xa6 https://t.co/tny2WuQKql"""
21-12-2020 13:43,1.13446E+18,Machine Gun🏃🏼,"Ogun, Nigeria",FALSE,1921,2523,"b'RT @ManUtd: Jaw-droppingly good numbers, right @Daniel_James_97? \xf0\x9f\x98\x89\n\n#MUFC #PL https://t.co/ygZoojzOM7'"
21-12-2020 13:43,48427670,RB,Denton,FALSE,432,1297,b'RT @AllLeedsTV: MANCHESTER UNITED V LEEDS  - LIVE STREAM WATCHALONG #LUFC #MUFC #MUNLEE https://t.co/g1KlQCTNNx'
21-12-2020 13:43,1.1601E+18,Sk Legacy🇳🇬🇳🇬,"Jos, Nigeria",FALSE,355,633,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:43,1251377978,D'marine,Nigeria,FALSE,77,51,"b'RT @ManUtd: Jaw-droppingly good numbers, right @Daniel_James_97? \xf0\x9f\x98\x89\n\n#MUFC #PL https://t.co/ygZoojzOM7'"
21-12-2020 13:43,249285141,Cobby Iyzekream,"Accra,Ghana(West Africa)",FALSE,57,195,b'RT @ManUnitedZone_: Danish University professor Andreas Beck Holm has reported the FA to @kickitout for cultural racism against Edinson Cav\xe2\x80\xa6'
21-12-2020 13:43,249205450,𝐍͟͟ 𝐇͟͟ ૐ-ᵐᶜᵐˣˣˣⁱᵛ,Birmingham,FALSE,633,858,"b'RT @ManUtd: Jaw-droppingly good numbers, right @Daniel_James_97? \xf0\x9f\x98\x89\n\n#MUFC #PL https://t.co/ygZoojzOM7'"
21-12-2020 13:43,498801913,A,"Daura,Katsina and Kaduna",FALSE,639,254,b'RT @ManUtd: \xf0\x9f\x93\x88 Confidence in the camp is high as we continue through the festive period! \xf0\x9f\x8e\x85\n\n#MUFC'
21-12-2020 13:42,1.02214E+18,Zul Faiz,,FALSE,32,80,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:42,1.27731E+18,Man United News an Updates,,FALSE,1062,438,"b'Luis Campos has officially left Lille, amid reports of him being on a shortlist for Manchester United\xe2\x80\x99s first director of football. #MUFC'"
21-12-2020 13:42,1.23134E+18,DaveInex,,FALSE,1174,1835,"b""RT @utdrobbo: No team has averaged more points per game in the Premier League than #mufc since Bruno Fernandes' debut with a record of 17W\xe2\x80\xa6"""
21-12-2020 13:42,1.00303E+18,Wole Wunnar Wolskjær,rent free in your head,FALSE,210,893,"b""RT @utdreport: #mufc are interested in signing Independiente del Valle's Moises Caicedo in the January transfer window as part of a new rec\xe2\x80\xa6"""
21-12-2020 13:42,393833390,Akua,"Accra, Ghana",FALSE,1324,1778,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:42,1.34071E+18,Cuppy,,FALSE,74,393,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:42,9.46136E+17,Perries 79,Manc/ The Dam / Bangkok .,FALSE,348,844,b'RT @collectfootball: Shamrock Rovers v Manchester United 1957 European cup football programme what a day for the Irish @MUFCMemorabilia @Ut\xe2\x80\xa6'
21-12-2020 13:42,9.77128E+17,ghost 🇺🇬,where it is ..,FALSE,1777,3864,b'RT @HarryMaguire93: Well that was fun ... \xf0\x9f\x94\xb4\xe2\x9e\x953\xef\xb8\x8f\xe2\x83\xa3 #MUFC https://t.co/X6kU8aYz93'
21-12-2020 13:42,1.26596E+18,#Mufc Mutuals !! #Cavani7 🔴🔴,,FALSE,574,424,b'RT @21_shadyy: \xe2\x80\xa2 Scott McTominay. \xe2\x9a\xbd\xef\xb8\x8f\xe2\x9a\xbd\xef\xb8\x8f\xf0\x9f\x85\xb0\xef\xb8\x8f\n\xe2\x80\xa2 Bruno Fernandes. \xe2\x9a\xbd\xef\xb8\x8f\xe2\x9a\xbd\xef\xb8\x8f\xf0\x9f\x85\xb0\xef\xb8\x8f\n\xe2\x80\xa2 Anthony Martial. \xf0\x9f\x85\xb0\xef\xb8\x8f\xf0\x9f\x85\xb0\xef\xb8\x8f\n\xe2\x80\xa2 Victor Lindel\xc3\xb6f. \xe2\x9a\xbd\xef\xb8\x8f\n\xe2\x80\xa2 Daniel James. \xe2\x9a\xbd\xef\xb8\x8f\n\nLeeds\xe2\x80\xa6'
21-12-2020 13:42,1.25055E+18,NS,,FALSE,89,246,b'RT @ManUnitedZone_: Danish University professor Andreas Beck Holm has reported the FA to @kickitout for cultural racism against Edinson Cav\xe2\x80\xa6'
21-12-2020 13:42,1.25375E+18,Paul Ugbede Godwin 💧,USA - Nigeria ,FALSE,338,225,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:42,1214835170,Dex,-Wherever's closest to you-,FALSE,368,450,"b'RT @ManUtd: Jaw-droppingly good numbers, right @Daniel_James_97? \xf0\x9f\x98\x89\n\n#MUFC #PL https://t.co/ygZoojzOM7'"
21-12-2020 13:42,907656086,Mr_Money_In_The_Bank,Windhoek,FALSE,689,723,"b'RT @ManUtd: Yep, we managed to fit all of that into just two minutes and 25 seconds \xf0\x9f\x8d\xbf\xf0\x9f\x98\x85\n\n\xf0\x9f\x94\xb4 #MUFC\n#\xef\xb8\x8f\xe2\x83\xa3 #MUNLEE\n\xf0\x9f\x8f\x86 #PL https://t.co/K46ULj6DFF'"
21-12-2020 13:42,519897693,Adamu🔴 Aleeyu 🔴Adamu🔴,Kano Nigeria,FALSE,485,1090,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:42,1828654184,Fagbemi Olusegun,"ilorin, Kwara state",FALSE,222,465,"b'RT @mufcMPB: Ahead of the January transfer window, Manchester United want Jadon Sancho (Borussia Dortmund), Dayot Upamecano (RB Leipzig), D\xe2\x80\xa6'"
21-12-2020 13:42,498801913,A,"Daura,Katsina and Kaduna",FALSE,639,254,"b'RT @UnitedsUpdate: It is the 7th time in 2 years of Solskjaer\xe2\x80\x99s management Manchester United have scored 5 or more goals in a game, compare\xe2\x80\xa6'"
21-12-2020 13:42,1.14244E+18,DC Paul Pogba ⚽🇬🇭,"Accra, Ghana",FALSE,1110,1137,"b'RT @UnitedStandMUFC: #Mufc through 13 Premier League matches: \n\nLast season: 4W, 5D, 4L [17 points + 9th]\n\nThis season: 8W, 2D, 3L [26 poin\xe2\x80\xa6'"
21-12-2020 13:42,123898807,Cumulonimbus,,FALSE,1904,1879,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:42,384010636,Noz,East London,FALSE,201,195,b'RT @samuelluckhurst: United want to sign Ecuador international Moises Caicedo as part of a new recruitment drive. #mufc would want Caicedo\xe2\x80\xa6'
21-12-2020 13:42,3400987787,Devil's Advocate🐉,,FALSE,4380,4026,"b'RT @ManUtd: Jaw-droppingly good numbers, right @Daniel_James_97? \xf0\x9f\x98\x89\n\n#MUFC #PL https://t.co/ygZoojzOM7'"
21-12-2020 13:42,1.26596E+18,#Mufc Mutuals !! #Cavani7 🔴🔴,,FALSE,574,424,"b'RT @ManUnitedZone_: Roy Keane on Mctominay: ""I even like his haircut, I think his haircut has made him sharper."" #MUFC [Sky] https://t.co/i\xe2\x80\xa6'"
